is_discounted,category,weight,length,width,height,brand,class
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,Petit Nest,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,Dena,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,Wendy Bellissimo,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,28.0,52.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,58.0,28.0,5.5,,0
False,Baby Bedding,19.2140793918919,52.0,25.0,7.0,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,29.0,49.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,18.0,26.0,19.591099966972106,aden + anais,1
False,Baby Bedding,19.2140793918919,52.0,28.0,9.0,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,27.0,8.0,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,33.0,27.0,19.591099966972106,Lifenest,0
False,Baby Bedding,19.2140793918919,38.0,24.0,6.0,,0
False,Baby Bedding,19.2140793918919,50.75,28.75,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,8.0,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,51.0,27.5,8.0,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,Petit Nest,0
True,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,7.75,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,Lolli Living,1
False,Baby Bedding,19.2140793918919,52.0,28.0,8.0,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,4.5,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,30.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,4.5,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,Summer Infant,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,50.0,27.0,9.0,bedgear,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,Trend Lab,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,Lambs & Ivy,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
True,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,7.5,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,9.0,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,46.0,25.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.0,18.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,Trend Lab,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,39.0,27.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,50.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,52.0,28.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,bedgear,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,bedgear,1
False,Baby Bedding,19.2140793918919,47.0,47.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,36.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,43.0,34.0,19.591099966972106,,1
True,Baby Bedding,19.2140793918919,48.0,36.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,43.0,33.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,Lambs & Ivy,0
False,Baby Bedding,19.2140793918919,47.0,47.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,Lolli Living,1
False,Baby Bedding,19.2140793918919,36.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,40.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,12.0,12.0,19.591099966972106,Lambs & Ivy,0
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,13.0,13.0,19.591099966972106,Taggies,0
False,Baby Bedding,19.2140793918919,52.0,27.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,47.0,47.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,44.0,37.0,19.591099966972106,Wendy Bellissimo,1
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,Trend Lab,1
False,Baby Bedding,19.2140793918919,32.0,20.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,32.0,19.591099966972106,,1
True,Baby Bedding,19.2140793918919,36.0,30.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,11.0,4.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,30.0,30.0,19.591099966972106,,1
False,Baby Bedding,19.2140793918919,40.0,30.0,19.591099966972106,,0
False,Baby Bedding,19.2140793918919,26.6155867355299,19.29409486748,19.591099966972106,,1
