is_discounted,brand,weight,length,width,height
False,Baby Appleseed,19.21407939,62.0,31.5,51.25
False,Tervis,19.21407939,26.61558674,19.29409487,19.59109997
False,Eric Carle,19.21407939,26.61558674,12.0,42.0
False,Balboa Baby,19.21407939,4.75,26.0,11.5
False,Bebe Au Lait,19.21407939,26.0,36.0,19.59109997
False,Foundations,45.0,38.0,24.0,19.59109997
False,Tervis,19.21407939,26.61558674,19.29409487,19.59109997
False,Contours,21.5,35.5,23.0,41.5
False,Babyletto,105.6,33.5,19.1,35.0
False,Frenchie Mini Couture,19.21407939,26.61558674,19.29409487,19.59109997
False,Munire,19.21407939,26.0,19.0,25.0
False,Sweet Jojo Designs,19.21407939,25.0,19.0,11.0
False,Skyline Furniture,19.21407939,78.0,41.0,58.0
False,HDS Trading,19.21407939,26.61558674,19.29409487,19.59109997
False,Trend Lab,19.21407939,26.61558674,20.0,18.0
False,The Peanut Shell,19.21407939,26.61558674,19.29409487,19.59109997
False,boba,19.21407939,26.61558674,19.29409487,19.59109997
False,Disney Baby,19.21407939,26.61558674,19.29409487,19.59109997
False,Loloi Rugs,19.21407939,26.61558674,19.29409487,19.59109997
False,About Face Designs,19.21407939,26.61558674,19.29409487,19.59109997
False,Baby Jogger,16.0,39.5,19.5,39.5
False,Skip Hop,19.21407939,26.61558674,19.29409487,19.59109997
False,Ergobaby,19.21407939,26.61558674,19.29409487,19.59109997
False,Britax,18.9,26.61558674,19.29409487,19.59109997
False,Skyline Furniture,19.21407939,78.0,56.0,51.0
False,Way Basics,19.21407939,26.61558674,19.29409487,19.59109997
False,Babyganics,19.21407939,26.61558674,19.29409487,19.59109997
False,Sweet Jojo Designs,19.21407939,26.61558674,19.29409487,19.59109997
False,Disney,19.21407939,26.61558674,19.29409487,19.59109997
False,Lambs & Ivy,19.21407939,26.61558674,19.29409487,19.59109997
False,Bloom,19.21407939,26.61558674,19.29409487,19.59109997
False,Way Basics,19.21407939,11.34,32.1,45.3
False,Graco,32.0,29.0,22.5,41.0
False,MAM,19.21407939,26.61558674,19.29409487,19.59109997
False,Sweet Jojo Designs,19.21407939,15.0,84.0,19.59109997
False,Glenna Jean,19.21407939,26.61558674,19.29409487,19.59109997
False,WallPops,19.21407939,18.0,20.0,19.59109997
False,Chicco,19.0,26.61558674,19.29409487,19.59109997
False,The Honest Company,19.21407939,26.61558674,19.29409487,19.59109997
False,Million Dollar Baby Classic,19.21407939,58.75,30.75,43.0
False,Gerber,19.21407939,26.61558674,19.29409487,19.59109997
False,Bebe Au Lait,19.21407939,26.0,36.0,19.59109997
False,Glenna Jean,19.21407939,26.61558674,19.29409487,19.59109997
False,DaVinci,19.21407939,58.25,31.13,48.38
False,Chicco,19.21407939,26.61558674,19.29409487,19.59109997
False,Disney,19.21407939,12.0,11.25,3.0
False,Stokke,28.0,26.61558674,19.29409487,19.59109997
False,Glenna Jean,19.21407939,42.0,19.29409487,19.59109997
False,Peg Perego,8.8,26.61558674,19.29409487,19.59109997
False,Sweet Jojo Designs,19.21407939,84.0,42.0,19.59109997
False,BabyRoues,20.0,26.61558674,19.29409487,19.59109997
False,Stroll Air,20.0,26.61558674,19.29409487,19.59109997
