theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2
0.9475600000000001,1.535064,-1.4530290000000001,-0.7013360804666817,1.1419190000000001,-0.634814632550468,0.155347,-0.290002
1.1163290000000001,-0.709627,0.05420395580073132,1.425173,-1.139669,1.1278714895991282,-0.685332951277054,-0.5621229999999999
-0.772767,-0.5567300000000001,-0.045104000000000005,-0.303119,-1.373903,-0.479746,0.23905,-0.47401136754406853
1.732862,1.64775,-0.039656,0.774893,-0.489549043483388,1.729672,0.25563400000000003,0.448013
-0.013092,-1.3776549999999999,0.542087,-1.017362,1.509665,1.436316,0.451138,-0.531058
1.5116304553410356,-1.7109189999999999,1.3875252473920485,1.001003,-0.2986113372407049,-1.042236789025909,0.31055,-0.04862752894095917
0.969527,1.277118,-0.6159320998429089,-1.259423,0.92689,0.9641930000000001,-0.529397,0.429928
-0.154513,0.567693,-0.42529799999999995,-0.233104,1.4464178991062302,-1.510186,0.357518,0.39682199999999995
-0.5099735939215023,-1.4847569999999999,1.7222840767338268,-1.833789,-1.460544,-1.474317,-0.2531795019530439,0.197615
0.606728779677874,1.0720873477888249,0.421025,0.037877,-0.5084850000000001,0.28475100000000003,0.5704520000000001,-0.41530500000000004
1.582581,-0.7677122055596666,0.004739,0.47493599999999997,0.4706532115732185,-0.908626,0.19905599999999998,-0.058021
-1.4961273544664124,-0.290104,-1.290369,1.071619,1.8330520000000001,0.39617600000000003,0.278345,-0.16501452410543757
-0.8669549999999999,-0.211558,-0.6349229999999999,1.464591,1.62358,0.887123,-0.037856,-0.253058
0.161267,0.13194950560376037,1.325051,1.2712629999999998,-1.7463229999999998,-1.0069000322251407,-0.440234,0.185635
1.7586389999999998,1.7733317946913512,1.595861,-1.289152,-1.097185,-1.747718,0.399927,0.378233
-0.14778200364231903,0.795409,0.32703499999999996,-0.057786000000000004,-0.436293274130025,0.01563,-0.381398,0.251301
-1.59227,1.326602,0.9499209999999999,-0.24545300000000003,-1.045792,-1.295547,0.236473,0.009698
-1.169641,-1.8310830000000002,-0.2738768330429784,-0.19096670688041242,0.725929,0.39621692201098846,0.11195,-0.052217999999999994
-0.41780070569943184,-0.8344763550601129,-0.409448,-1.504609,0.595742,-0.254675,-0.46915,0.06364839742990676
-0.9083540000000001,1.439532,1.1872727773397904,-0.6619983454909582,1.919279315592716,-0.933607,-0.245321,-0.029377797137548844
-1.447538,1.1909275089916163,-0.070904,-1.2162304242937838,-0.35405716018435623,0.209525,0.126345,-0.5227310000000001
0.894784,0.454532,0.9808299282261838,-0.81311,-0.019615,-1.69268,-0.359026,-0.542481
-0.058464,1.335459,0.7954116514407396,0.316273,-2.3341235183081817,0.2230929722861083,-0.37916300000000003,-0.598966
-1.154492,0.17870999999999998,-1.038684,1.3031030000000001,1.8431680000000001,0.770131,0.474458,-0.21210808228499775
-1.197698,1.608319,0.751976,1.719945,-0.569836,-1.662175,-0.35999200000000003,0.007572
-1.597204,1.3352680000000001,-0.33857809081046697,1.8615578597014988,1.728111,0.972167,-0.05078122598434852,-0.056911
0.9917,0.717363,0.54486,-2.098421976689768,-0.905028,0.780883,0.392177,-0.057619238952744824
0.19833199999999998,0.764123,-1.471618,0.896666,-1.839564,0.07954568858041418,-0.49344,-0.048605
