a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.381159,0.235021,-0.285454,0.096089,1.424995,2.466518580000002,0.46765,5
-0.43173100000000003,-0.24572800000000003,-0.130552,0.332987,3.2195650000000002,2.7799044100000003,0.9000049999999999,8
0.447874,-0.036482,0.011226,-0.253106,2.3976142799999995,2.99340354,0.522767,7
-0.16867100000000002,-0.11028800000000001,0.412704,-0.458149,2.7597097600000025,3.0587185299999997,0.891073,5
-0.211721,-0.360087,-0.49548400000000004,-0.10518800000000002,3.128396,3.8360870000000005,0.523648,6
-0.407409,-0.475696,-0.144973,-0.098923,4.19892673,2.5431352699999987,0.68704,5
0.490756,-0.023639,-0.12283699999999999,0.164367,6.12211,5.246187270000004,0.54383,8
0.41210399999999997,0.195919,0.19992100000000002,0.20821900000000002,2.735975480000001,3.6048545099999996,0.376499,8
-0.242627,0.09622,-0.455553,0.31001300000000004,9.560663,3.281175420000002,0.689448,5
-0.162428,-0.437683,0.45271999999999996,-0.395148,3.322425730000001,3.74097379,0.446241,8
-0.01205,-0.23347199999999999,0.082665,0.47671499999999994,3.8522389000000006,3.701314800000004,0.565651,5
0.01281,0.054094,0.018758,0.48946300000000004,4.687512120000002,2.78324258,0.73765,7
0.21454600000000001,-0.32826500000000003,0.12138499999999999,0.34619,1.4524100500000006,3.582155410000002,0.676066,7
0.242785,-0.161302,0.14793399999999998,0.21599200000000002,0.25163,3.94304842,0.203876,8
0.148951,-0.113348,0.04767,0.201103,0.223536,4.209932720000003,0.8265040000000001,8
-0.469317,0.21334699999999998,0.470757,-0.26167199999999996,2.968976160000001,4.58546218,0.5372520000000001,6
-0.011223,-0.089306,-0.28181999999999996,0.466,4.102630390000001,3.598885110000003,0.499724,7
0.047855,-0.399314,0.14416800000000002,0.389067,1.3857937312857147,2.889442550000001,0.460078,6
0.07481900000000001,0.050957999999999996,0.167526,-0.45083599999999996,2.844289,3.1973739300000004,0.61028,7
0.075394,-0.067378,0.269867,0.098721,2.95731934,4.4918220500000015,0.7217319999999999,8
0.107298,-0.42064399999999996,-0.103926,-0.01007,2.6840295325,4.266424870000002,0.274149,5
0.15231,-0.43875299999999995,0.10194500000000001,0.296396,2.7848206820000008,3.790506260000005,0.278968,5
-0.262069,-0.426421,0.43119700000000005,0.172837,2.54945415,4.891912020000001,0.732119,8
0.226741,-0.344833,-0.478524,0.26113400000000003,2.2597570899999995,4.763372530000003,0.8355049999999999,8
0.18726199999999998,0.27826799999999996,0.0045899999999999995,0.367091,4.278871,4.536990280000003,0.582959,7
-0.08380800000000001,0.47626,0.334475,-0.000522,2.611497569999999,3.841751929999999,0.411492,8
0.391115,-0.286405,0.187495,0.420026,2.0295476962857144,3.5999963900000016,0.618772,6
-0.451449,0.317338,-0.216325,0.133451,3.5234771000000005,2.33120012,0.5077520000000001,8
-0.285463,0.343248,-0.18317,0.370127,0.060367,3.738858560000001,0.7049529999999999,5
-0.080843,-0.037367000000000004,-0.23843899999999998,0.30012300000000003,4.248196740000001,2.874605099999999,0.7431260000000001,6
-0.000986,-0.062326,-0.247502,-0.164028,2.493369,3.380366640000001,0.44172799999999995,7
-0.087549,0.448387,-0.146505,-0.483004,1.7963080800000006,2.651550130000002,0.266714,8
-0.029501,0.285492,0.118251,0.49709899999999996,5.544956600000002,2.6701296100000014,0.376146,6
-0.103323,-0.103341,-0.398791,-0.22223800000000002,3.724425,3.7876530199999996,0.7998350000000001,7
-0.142989,0.12787,0.370372,0.076798,3.6318678600000003,3.2834520600000006,0.861641,6
-0.277378,-0.397447,-0.389592,-0.063514,2.421652,5.479093900000004,0.17340899999999998,8
0.21379,-0.087617,-0.261712,0.22392199999999998,2.89397577,3.6930902599999995,0.399038,6
0.250312,0.147821,0.052774,-0.43162700000000004,1.6350027900000004,2.5504524699999997,0.6103609999999999,7
0.286115,-0.11903,0.066311,0.303712,2.6582595700000002,3.7255156200000026,0.530043,6
-0.349229,0.45164499999999996,0.192803,-0.322296,1.5265996999999996,3.792652089999998,0.698558,7
0.051765,-0.035183,0.418706,-0.09364700000000001,3.045397599999999,4.202663109999998,0.7589779999999999,7
-0.384966,-0.231602,0.40242,0.02648,2.35368752,3.5025388199999994,0.7181960000000001,7
-0.332027,-0.334161,0.379619,0.072268,2.4397069449999997,4.244916449999998,0.7951729999999999,7
0.059240999999999995,0.233931,0.11714100000000001,0.463079,3.9068686900000005,2.6474333900000007,0.6774319999999999,5
-0.047208,-0.340377,0.21878899999999998,-0.20551799999999998,2.162243800000001,4.883715800000002,0.198155,7
-0.42245299999999997,0.20713,0.287572,-0.046056,2.7259820899999996,4.471511189999998,0.196253,8
0.09298,-0.14943499999999998,0.04602,0.455995,3.4859409000000006,3.281972070000001,0.904875,7
0.276098,0.245783,0.408643,-0.076623,2.888658709999999,4.85389263,0.713195,6
-0.262317,-0.32640399999999997,-0.471308,0.234607,2.655745929999999,3.6488802700000003,0.828626,7
-0.3173,-0.194912,-0.028417,0.280116,1.750175,6.018613700000003,0.29222800000000004,6
0.26903299999999997,0.043951,0.127076,0.289636,1.965971,4.164430630000002,0.6719470000000001,8
-0.494996,0.07070800000000001,0.377143,0.038094,3.214141450000002,3.5833041500000014,0.319363,8
0.23978000000000002,-0.429593,0.21141300000000002,0.386954,2.4213878099999984,3.606301930000002,0.769038,5
0.36620199999999997,-0.011883,-0.49436899999999995,0.096038,3.914469660000002,4.046843800000002,0.644097,7
-0.091187,-0.16653099999999998,0.026251999999999998,0.491307,4.724950140000002,2.278511,0.376203,7
0.44757600000000003,0.30798200000000003,-0.181197,0.170541,3.3917043500000004,4.398024760000003,0.545519,7
0.220163,-0.282229,0.015465000000000001,0.288035,0.476892,3.7553763799999995,0.845749,7
