a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.381159,0.235021,-0.285454,0.096089,1.424995,0.384073,0.46765,5
-0.43173100000000003,-0.24572800000000003,-0.130552,0.332987,3.2195650000000002,8.751928,0.9000049999999999,8
0.447874,-0.036482,0.011226,-0.253106,2.940652,8.453786000000001,0.522767,7
-0.16867100000000002,-0.11028800000000001,0.412704,-0.458149,4.597230000000001,7.206075,0.891073,5
-0.211721,-0.360087,-0.49548400000000004,-0.10518800000000002,3.128396,3.8360870000000005,0.523648,6
-0.407409,-0.475696,-0.144973,-0.098923,1.057145,6.681094,0.68704,5
0.490756,-0.023639,-0.12283699999999999,0.164367,6.12211,2.058567,0.54383,8
0.41210399999999997,0.195919,0.19992100000000002,0.20821900000000002,2.5925119999999997,1.821952,0.376499,8
-0.242627,0.09622,-0.455553,0.31001300000000004,9.560663,0.190606,0.689448,5
-0.162428,-0.437683,0.45271999999999996,-0.395148,3.512818,10.438111,0.446241,8
-0.01205,-0.23347199999999999,0.082665,0.47671499999999994,10.952873,4.971107,0.565651,5
0.01281,0.054094,0.018758,0.48946300000000004,2.380998,1.831507,0.73765,7
0.21454600000000001,-0.32826500000000003,0.12138499999999999,0.34619,0.476892,2.902191,0.676066,7
0.242785,-0.161302,0.14793399999999998,0.21599200000000002,0.25163,0.11468800000000001,0.203876,8
0.148951,-0.113348,0.04767,0.201103,0.223536,0.20344,0.8265040000000001,8
-0.469317,0.21334699999999998,0.470757,-0.26167199999999996,0.27970900000000004,6.524430000000001,0.5372520000000001,6
-0.011223,-0.089306,-0.28181999999999996,0.466,9.30751,2.169877,0.499724,7
0.047855,-0.399314,0.14416800000000002,0.389067,0.664493,2.902191,0.460078,6
0.07481900000000001,0.050957999999999996,0.167526,-0.45083599999999996,2.844289,8.453786000000001,0.61028,7
0.075394,-0.067378,0.269867,0.098721,6.758653999999999,4.971107,0.7217319999999999,8
0.107298,-0.42064399999999996,-0.103926,-0.01007,3.7432019999999997,1.186994,0.274149,5
0.15231,-0.43875299999999995,0.10194500000000001,0.296396,0.458451,0.9822930000000001,0.278968,5
-0.262069,-0.426421,0.43119700000000005,0.172837,0.620995,5.637251,0.732119,8
0.226741,-0.344833,-0.478524,0.26113400000000003,2.1719459999999997,2.551531,0.8355049999999999,8
0.18726199999999998,0.27826799999999996,0.0045899999999999995,0.367091,4.278871,1.186994,0.582959,7
-0.08380800000000001,0.47626,0.334475,-0.000522,0.721887,6.524430000000001,0.411492,8
0.391115,-0.286405,0.187495,0.420026,0.647791,2.902191,0.618772,6
-0.451449,0.317338,-0.216325,0.133451,2.723921,0.190606,0.5077520000000001,8
-0.285463,0.343248,-0.18317,0.370127,0.060367,0.20344,0.7049529999999999,5
-0.080843,-0.037367000000000004,-0.23843899999999998,0.30012300000000003,1.105232,0.20344,0.7431260000000001,6
-0.000986,-0.062326,-0.247502,-0.164028,2.493369,3.855024,0.44172799999999995,7
-0.087549,0.448387,-0.146505,-0.483004,1.2691540000000001,0.058228999999999996,0.266714,8
-0.029501,0.285492,0.118251,0.49709899999999996,10.952873,4.971107,0.376146,6
-0.103323,-0.103341,-0.398791,-0.22223800000000002,3.724425,3.675563,0.7998350000000001,7
-0.142989,0.12787,0.370372,0.076798,5.241798,1.499767,0.861641,6
-0.277378,-0.397447,-0.389592,-0.063514,2.421652,0.379805,0.17340899999999998,8
0.21379,-0.087617,-0.261712,0.22392199999999998,0.6726949999999999,0.11468800000000001,0.399038,6
0.250312,0.147821,0.052774,-0.43162700000000004,1.219294,0.318788,0.6103609999999999,7
0.286115,-0.11903,0.066311,0.303712,6.903997,1.186994,0.530043,6
-0.349229,0.45164499999999996,0.192803,-0.322296,0.970318,0.058228999999999996,0.698558,7
