a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.381159,0.235021,-0.285454,-0.1010499836969833,1.424995,3.7155000760803807,0.46765,5.0
-0.43173100000000003,-0.24572800000000003,0.18570646902825533,0.332987,3.2195650000000002,3.2392758093871983,0.6140913362340786,8.0
0.447874,-0.036482,0.011226,-0.253106,0.603128,11.599414999999999,0.522767,6.391271143555759
-0.16867100000000002,-0.11028800000000001,0.412704,-0.458149,4.020986330564954,0.7638560000000001,0.891073,5.0
-0.211721,-0.360087,-0.49548400000000004,-0.10518800000000002,3.128396,3.8360870000000005,0.523648,6.0
0.009739312155445014,-0.475696,0.13544824251116327,-0.098923,1.6724252767272325,3.5602159342351056,0.68704,6.905023932626109
0.490756,-0.023639,-0.16013966757273898,0.164367,6.12211,4.170423,0.54383,8.0
0.41210399999999997,0.195919,0.19992100000000002,0.20821900000000002,3.710475000875792,0.28375700000000004,0.376499,8.0
-0.20589192052339708,0.09622,0.11193514306739692,0.31001300000000004,9.560663,2.298486,0.6089394145623445,5.0
0.032355978962554696,-0.12114254823807545,0.45271999999999996,-0.395148,2.691949,3.4741519999999997,0.446241,8.0
-0.01205,-0.09887390284439251,0.082665,0.47671499999999994,4.453290618069005,4.582003,0.565651,5.0
0.020516057024151928,0.054094,0.018758,0.48946300000000004,3.3171470000000003,2.28162,0.73765,6.340895516478508
0.21454600000000001,-0.32826500000000003,0.12138499999999999,0.34619,1.286556,0.907853,0.676066,7.0
0.242785,0.11040541010286252,0.14793399999999998,0.21599200000000002,0.25163,1.5386690241565213,0.203876,8.0
0.148951,-0.22054043357911365,0.04767,0.201103,0.223536,1.4651399999999999,0.8265040000000001,8.0
-0.11277403515699883,0.21334699999999998,0.470757,-0.26167199999999996,1.96883113898233,0.47591400000000006,0.5372520000000001,6.0
-0.011223,-0.089306,-0.28181999999999996,0.466,5.164226,0.410525,0.499724,7.0
0.047855,-0.399314,-0.07893514619470653,-0.00328090928610714,0.313776,3.0843519269788082,0.460078,6.0
0.09381338575480741,0.08734758230347459,0.167526,-0.45083599999999996,2.844289,4.696704,0.61028,6.5677809756976
0.075394,-0.067378,0.062050148059428614,-0.012063400283632189,3.1345027740210143,0.529065,0.7217319999999999,6.495909952124992
0.107298,-0.1451605245681279,-0.103926,0.0363141812927332,2.4780078098322824,1.376966,0.274149,5.0
0.15231,-0.43875299999999995,-0.06546230641299197,0.296396,1.111399,0.321552,0.278968,5.0
-0.262069,-0.426421,0.2609822011681487,0.172837,0.7597357884589115,3.303342813525814,0.732119,8.0
0.226741,-0.344833,-0.478524,0.26113400000000003,5.198585,0.807045,0.8355049999999999,6.37189041221604
0.18726199999999998,0.27826799999999996,0.0045899999999999995,0.367091,4.278871,6.069872,0.582959,7.0
-0.08380800000000001,0.47626,0.005874546820922581,0.005909629436906209,3.821281,0.36933,0.5998723060989527,8.0
0.391115,-0.286405,0.187495,0.04025709920485213,0.7012189999999999,0.351663,0.618772,6.273278076823462
-0.451449,0.317338,-0.216325,0.133451,0.9997510000000001,0.6742460600037221,0.5077520000000001,8.0
-0.285463,-0.08546617694790297,-0.18317,0.11192162495882499,0.060367,10.538864,0.6607584528323407,5.0
-0.080843,-0.037367000000000004,-0.23843899999999998,0.30012300000000003,8.426072,1.6905604893831288,0.7431260000000001,6.0
-0.000986,-0.062326,-0.247502,-0.164028,2.493369,3.3231084517573377,0.44172799999999995,7.0
-0.087549,0.448387,-0.146505,-0.483004,0.083496,0.8411489999999999,0.3961220806096765,8.0
-0.029501,0.285492,0.118251,0.49709899999999996,0.513382,4.852196,0.376146,5.83945034917679
-0.103323,-0.103341,-0.023861507388406172,0.01886914300649707,3.724425,4.888731,0.7998350000000001,7.0
-0.142989,0.12787,0.370372,0.076798,4.378213,1.504528,0.861641,6.0
-0.277378,-0.397447,-0.389592,-0.063514,2.421652,3.5040910000000003,0.17340899999999998,6.574807912225188
0.21379,0.047077040151814964,-0.261712,0.22392199999999998,1.225330932225134,1.123883,0.5716278540611021,6.374318115380121
0.250312,0.147821,0.08053728572475834,-0.02027555009480713,0.002283,8.825055,0.6103609999999999,7.0
0.286115,-0.11903,-0.003356887798581248,0.303712,2.06961020128138,0.44640100000000005,0.530043,6.0
-0.349229,0.45164499999999996,0.192803,-0.322296,1.1421529825472592,1.2903447793522658,0.5532876701989075,7.0
0.009513500887005926,-0.035183,-0.059947926695251764,-0.09364700000000001,7.48809,2.2186169999999996,0.7589779999999999,7.0
0.09427757978091905,-0.231602,0.40242,0.02648,2.896397335698547,7.006594000000001,0.7181960000000001,7.241504093139675
-0.332027,-0.334161,0.379619,0.072268,3.2424049999999998,3.253804,0.5585459955774873,7.0
-0.025077561291827092,0.233931,0.11714100000000001,0.463079,0.21716999999999997,3.9147849999999997,0.5264530846355391,5.0
-0.047208,-0.2566316338514008,0.21878899999999998,-0.20551799999999998,3.817523643856263,13.407835,0.198155,7.0
-0.42245299999999997,-0.10182469324137432,0.287572,-0.046056,2.4808790000000003,0.93442,0.5266569580650454,6.292031075639205
0.09298,-0.14943499999999998,0.04602,0.455995,0.672779,3.6752300000000004,0.6287877894948135,7.0
0.276098,0.09684218995247865,0.408643,-0.076623,3.5334544159042136,0.432619,0.713195,6.0
-0.262317,-0.32640399999999997,0.11289361246796185,0.234607,4.059609,6.672142,0.828626,7.0
-0.028793715989206648,-0.194912,-0.028417,0.280116,1.750175,7.2915,0.29222800000000004,6.242995085922036
0.26903299999999997,0.043951,0.127076,-0.07191842120848076,1.965971,5.408596,0.6719470000000001,6.519339287179561
