a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql
0.381159,0.235021,-0.285454,0.096089,1.424995,3.3980018088235293,0.46765,5.0
-0.431731,-0.24572800000000006,-0.130552,0.332987,3.219565,0.044986,0.9000049999999999,8.0
0.447874,-0.036482,0.011226,-0.253106,2.940652,8.453786000000001,0.522767,7.0
-0.16867100000000002,-0.110288,0.412704,-0.458149,2.8830594428571423,3.3980018088235293,0.891073,5.0
-0.211721,-0.360087,-0.495484,-0.10518800000000003,3.128396,3.836087000000001,0.523648,6.0
-0.407409,-0.475696,-0.144973,-0.098923,1.057145,6.681094,0.68704,5.0
0.490756,-0.023639,-0.122837,0.164367,6.12211,4.125436221515395,0.54383,8.0
0.412104,0.195919,0.199921,0.208219,0.006322,0.044986,0.376499,8.0
-0.242627,0.09622,-0.455553,0.31001300000000004,9.560663,3.2811754200000016,0.689448,5.0
-0.162428,-0.437683,0.45272,-0.395148,2.8830594428571423,3.3980018088235293,0.446241,8.0
-0.01205,-0.233472,0.082665,0.476715,2.8830594428571423,3.3980018088235293,0.565651,5.0
0.01281,0.054094,0.018758,0.489463,2.9890847300557724,2.9969638738852256,0.73765,7.0
0.214546,-0.32826500000000003,0.121385,0.34619,0.006322,0.044986,0.676066,7.0
0.242785,-0.161302,0.14793399999999998,0.215992,0.25163,0.7028204743864328,0.203876,8.0
0.148951,-0.113348,0.04767,0.201103,0.223536,3.3980018088235293,0.8265040000000001,8.0
-0.469317,0.213347,0.470757,-0.261672,0.006322,0.044986,0.5372520000000001,6.0
-0.011223,-0.089306,-0.28182,0.466,5.578115800000001,2.666541,0.499724,7.0
0.047855,-0.399314,0.14416800000000002,0.389067,0.664493,2.902191,0.460078,6.0
0.07481900000000001,0.050958,0.167526,-0.450836,2.844289,4.013322456611046,0.61028,7.0
0.075394,-0.067378,0.269867,0.098721,3.7460346617630833,2.1957365515217626,0.7217319999999999,8.0
0.107298,-0.420644,-0.103926,-0.01007,1.7270276133184062,2.2352006590681173,0.274149,5.0
0.15231,-0.438753,0.101945,0.296396,0.458451,0.982293,0.278968,5.0
-0.262069,-0.426421,0.4311970000000001,0.172837,2.8830594428571423,3.3980018088235293,0.732119,8.0
0.226741,-0.344833,-0.478524,0.26113400000000003,3.97126575,3.35270825,0.8355049999999999,8.0
0.187262,0.278268,0.00459,0.367091,4.278871,4.536990280000003,0.582959,7.0
-0.08380800000000001,0.47626,0.334475,-0.000522,1.6227874,2.2266638000000003,0.411492,8.0
0.391115,-0.286405,0.187495,0.420026,0.006322,0.044986,0.618772,6.0
-0.451449,0.317338,-0.216325,0.133451,3.9726124102165854,5.895337984989571,0.5077520000000001,8.0
-0.285463,0.343248,-0.18317,0.370127,0.060367,9.96815275,0.7049529999999999,5.0
-0.080843,-0.037367,-0.238439,0.30012300000000003,4.248196740000001,2.874605099999999,0.7431260000000001,6.0
-0.000986,-0.062326,-0.247502,-0.164028,2.493369,0.42385631796441947,0.441728,7.0
-0.087549,0.448387,-0.146505,-0.483004,0.5816349807189645,0.8937315441185376,0.266714,8.0
-0.029501,0.285492,0.118251,0.497099,2.0454144,5.2975318,0.376146,6.0
-0.103323,-0.103341,-0.398791,-0.222238,3.724425,3.3980018088235293,0.7998350000000001,7.0
-0.142989,0.12787,0.370372,0.076798,5.241798,1.499767,0.861641,6.0
-0.277378,-0.397447,-0.389592,-0.063514,2.421652,3.3980018088235293,0.17340899999999998,8.0
0.21379,-0.087617,-0.261712,0.223922,0.6726949999999999,0.114688,0.399038,6.0
0.250312,0.147821,0.052774,-0.431627,1.7026325999999998,6.5321088000000005,0.6103609999999999,7.0
0.286115,-0.11903,0.066311,0.303712,0.006322,0.044986,0.530043,6.0
-0.349229,0.451645,0.192803,-0.322296,4.270496043685413,3.677887317734815,0.698558,7.0
0.051765,-0.035183,0.418706,-0.093647,2.8830594428571423,3.3980018088235293,0.7589779999999999,7.0
-0.384966,-0.231602,0.40242,0.02648,4.419754321491474,6.992729268781647,0.7181960000000001,7.0
-0.332027,-0.334161,0.379619,0.072268,2.8830594428571423,3.3980018088235293,0.7951729999999999,7.0
0.059241,0.233931,0.117141,0.463079,2.8830594428571423,3.3980018088235293,0.6774319999999999,5.0
-0.047208,-0.340377,0.218789,-0.205518,1.6681477999999998,7.2592738,0.198155,7.0
-0.422453,0.20713,0.287572,-0.046056,2.456762,1.831507,0.196253,8.0
0.09298,-0.14943499999999998,0.04602,0.455995,1.9405680734295716,3.288178522424351,0.904875,7.0
0.276098,0.245783,0.408643,-0.076623,3.97126575,3.35270825,0.713195,6.0
-0.262317,-0.326404,-0.471308,0.234607,4.1198874,3.4464748,0.828626,7.0
-0.3173,-0.194912,-0.028417,0.280116,1.750175,6.018613700000002,0.29222800000000004,6.0
0.269033,0.043951,0.127076,0.289636,1.965971,5.295631559384957,0.6719470000000001,8.0
-0.494996,0.07070800000000001,0.377143,0.038094,0.006322,0.044986,0.319363,8.0
0.23978,-0.429593,0.211413,0.386954,0.647791,2.274197,0.769038,5.0
0.366202,-0.011883,-0.494369,0.096038,-0.4812310408473581,0.7522905084667784,0.644097,7.0
-0.091187,-0.16653099999999998,0.026252,0.491307,2.5040626,2.657093,0.376203,7.0
0.447576,0.30798200000000003,-0.181197,0.170541,2.7867949999999992,2.8408982000000003,0.545519,7.0
0.220163,-0.282229,0.015465,0.288035,0.476892,0.044986,0.845749,7.0
-0.065562,-0.28937,0.234184,0.496973,0.006322,0.044986,0.793006,5.0
0.054786,0.496303,-0.480283,-0.482493,2.8830594428571423,3.3980018088235293,0.591366,7.0
0.404171,-0.493557,0.009927,0.037372,2.8830594428571423,3.3980018088235293,0.393165,7.0
0.168354,0.085003,-0.262095,-0.399446,0.7249385908023287,5.045248702225926,0.214534,7.0
0.4295100000000001,0.463471,-0.288961,-0.066261,3.4743337999999997,2.8061958,0.688776,5.0
0.374934,-0.306544,-0.12620399999999998,0.173593,3.97126575,2.058567,0.772609,7.0
0.001597,-0.474148,0.185204,-0.470213,2.8830594428571423,3.3980018088235293,0.148053,5.0
-0.362005,0.276459,-0.011691,-0.388921,2.09858,0.044986,0.542279,7.0
0.2761,-0.011947,-0.485555,0.343928,5.840148200000001,3.7970266,0.822738,7.0
0.032070999999999995,-0.083703,0.405613,-0.11126400000000003,1.475377,3.0471757499999983,0.558362,6.0
-0.3738800000000001,0.045732,-0.413067,-0.174035,5.438237,0.190606,0.708592,7.0
0.452275,-0.229001,-0.472161,0.38538,0.006322,0.044986,0.317857,7.0
-0.482016,0.429155,0.15642,0.008536,1.5121705641663368,5.801465995321841,0.722971,6.0
-0.076905,-0.030919,0.31950100000000003,-0.288139,0.006322,0.044986,0.601108,6.0
0.376629,-0.273914,0.159876,-0.170897,5.274549,3.3980018088235293,0.622711,7.0
0.106705,0.103433,0.043644,-0.193996,0.510771,3.0279026199999994,0.8851110000000001,7.0
0.051094,-0.448536,0.178926,-0.412311,0.006322,0.044986,0.25528,7.0
0.385514,-0.200221,-0.012656,0.40224,3.97126575,3.35270825,0.849095,5.0
-0.32928,-0.33663200000000004,0.188282,-0.105542,0.956782,3.3980018088235293,0.114277,6.0
-0.251365,0.203159,-0.472948,-0.411488,2.8830594428571423,3.3980018088235293,0.8225,5.0
0.32608000000000004,-0.254521,0.015064,-0.172045,0.006322,0.044986,0.354583,7.0
0.130848,-0.303914,-0.442068,0.083999,1.600718,3.35270825,0.828256,6.0
-0.028742,0.128156,0.028951,-0.373385,0.065076,0.051931,0.284181,8.0
0.200402,0.465394,0.011348,0.368825,4.3124970000000005,2.5448364582872816,0.29654400000000003,6.0
0.247249,-0.241458,0.087469,0.446753,1.18594,0.044986,0.470753,7.0
-0.392442,0.377689,-0.200224,0.205749,4.659922,3.3980018088235293,0.361549,5.0
0.03862,0.36278,0.095097,0.125097,3.97126575,3.35270825,0.397009,5.0
-0.319727,0.204362,0.498248,-0.41885,0.006322,0.044986,0.559116,5.0
0.235602,-0.28383400000000003,-0.316747,0.069404,0.27268200000000004,0.044986,0.8634200000000001,7.0
0.149396,-0.458466,-0.476785,0.210907,2.0577963997933892,4.725893,0.331857,8.0
-0.219619,-0.17540999999999998,-0.029811,-0.03725,7.1792540078572795,13.275875,0.552367,6.0
-0.41182,-0.355183,-0.1497,0.038874,0.172222,0.044986,0.394112,6.0
-0.08970800000000001,-0.461908,0.422462,-0.286524,0.006322,0.044986,0.751216,6.0
0.409442,0.128524,-0.244896,0.414531,3.15092,3.675563,0.735579,5.0
-0.384709,-0.12804,-0.006982,0.220914,4.8269456,1.6819432000000003,0.812294,5.0
0.29488400000000003,-0.044669,-0.40764,-0.341886,2.672062776971294,1.6046516762931855,0.25440300000000005,8.0
0.391113,0.418222,0.393995,0.033443,3.121791,1.821952,0.66506,5.0
0.331091,-0.212039,0.473081,0.165728,11.90115325,9.96815275,0.512451,8.0
0.186432,-0.364729,-0.026032,0.017955000000000002,2.8830594428571423,3.3980018088235293,0.541851,5.0
-0.201098,-0.000132,-0.015358000000000004,0.144433,3.508863,8.751928,0.482911,6.0
-0.285293,-0.29325500000000004,-0.458898,-0.40605,1.37997,6.681094,0.691735,7.0
-0.119627,-0.357227,0.434344,-0.49188,2.8830594428571423,3.3980018088235293,0.404677,5.0
-0.230005,-0.132881,0.403738,0.259441,11.90115325,9.96815275,0.424206,8.0
-0.494846,0.251921,-0.037198,-0.210562,0.006322,0.044986,0.430539,7.0
0.437232,-0.358991,0.28934,0.409528,4.006709554046825,1.0983589636655726,0.32797600000000005,6.0
-0.41185,-0.278827,-0.4248520000000001,-0.039105,2.8830594428571423,3.3980018088235293,0.116742,6.0
-0.031545,0.461005,-0.157405,-0.274721,0.448299,0.058229,0.2486,6.0
-0.487537,0.262319,-0.08150700000000001,0.379532,1.110984,2.7752033400000005,0.701887,5.0
0.433259,0.419355,0.093016,-0.430213,3.636804,3.35270825,0.646552,6.0
-0.482389,-0.380413,-0.059315,0.0691,2.6354915879923397,-0.2001974012699126,0.715569,5.0
-0.395488,0.198036,0.138257,-0.082841,3.5927910000000005,6.5674966,0.424734,6.0
0.102628,0.291789,-0.4441729999999999,-0.072532,3.97126575,3.35270825,0.7120310000000001,6.0
-0.086549,0.280235,0.453975,0.4803310000000001,2.7159830902351696,2.432795241262256,0.564772,8.0
0.187313,0.498515,-0.42558,-0.288575,1.516502,3.3980018088235293,0.612946,7.0
-0.220346,0.166324,-0.065412,0.37513,3.97126575,3.35270825,0.6016239999999999,5.0
0.23407600000000006,0.140507,0.244801,0.04261,1.084595,3.5280370000000003,0.594778,6.0
-0.457325,-0.040373,0.22648,0.000148,2.221170315462037,4.778147037505735,0.832585,8.0
-0.419347,-0.45235,-0.08695599999999999,0.429815,0.74163,1.9390618000000002,0.675415,5.0
0.07888300000000001,0.227497,0.396334,-0.430132,0.758123,0.044986,0.901513,5.0
0.17343599999999998,0.018771,-0.068845,0.260255,0.006322,7.709713000000002,0.569896,8.0
0.32033,-0.458528,0.488864,-0.42941,1.5807946000000002,5.8304974000000005,0.643026,6.0
-0.157957,-0.34417600000000004,0.250868,0.390391,1.7246513999999995,0.2291,0.7530479999999999,7.0
-0.376931,0.348479,0.256547,0.298267,3.594722,0.044986,0.226708,6.0
-0.082023,0.4221180000000001,0.075501,-0.457774,2.37942252,2.4724526100000004,0.821132,5.0
0.203576,-0.241134,0.303192,-0.371813,2.746124642571953,1.0302804352116697,0.597565,5.0
-0.282575,-0.434227,0.248554,0.112015,2.8830594428571423,3.3980018088235293,0.471474,8.0
-0.16635999999999998,0.157795,-0.35557300000000003,-0.38176,3.542193,3.35270825,0.6278630000000001,5.0
0.133774,-0.391227,-0.292924,0.09032,0.7395689999999999,0.044986,0.940197,6.0
0.261106,0.350461,0.130457,0.125681,2.8830594428571423,3.3980018088235293,0.544957,8.0
-0.122592,-0.387765,0.023153,-0.12920299999999998,6.612538000000002,1.499767,0.743903,5.0
-0.382686,0.245759,-0.077422,-0.131272,4.247333,4.492330383137559,0.636844,6.0
0.330773,-0.294482,-0.210368,0.120604,1.239085,3.2942795000000005,0.835044,7.0
-0.265307,0.384738,-0.301993,-0.241637,3.420053,2.125624217833362,0.614159,5.0
-0.488492,0.407678,0.377781,0.268362,2.8830594428571423,3.3980018088235293,0.71383,6.0
-0.226841,-0.154449,0.046178,-0.452937,1.02774,4.076299562485518,0.5742729999999999,6.0
-0.440933,0.21983200000000006,0.499765,-0.018786,2.9226092868872384,6.865494621322313,0.8492879999999999,5.0
-0.22871100000000005,0.115031,0.222175,-0.49667,0.006322,0.044986,0.652059,8.0
0.470138,0.4442140000000001,-0.08163200000000001,0.16961700000000002,3.97126575,3.35270825,0.615917,6.0
0.457739,-0.211263,0.298768,-0.314197,3.97126575,3.35270825,0.849145,8.0
0.396506,-0.100713,-0.051583,-0.103099,3.21240737,4.710757470000002,0.670922,7.0
-0.346076,-0.35007,0.211621,0.356862,2.8830594428571423,3.3980018088235293,0.938747,8.0
0.189832,0.069247,-0.416907,-0.205056,1.8919114579740701,4.402582631461064,0.703598,5.0
-0.168096,-0.063792,-0.18934,-0.4713560000000001,0.227087,6.7706490000000015,0.880036,6.0
-0.174708,-0.475016,0.378118,0.127078,3.5627804,1.6819432000000003,0.599101,5.0
0.190679,-0.173704,-0.352924,0.138417,3.97126575,6.113398,0.923241,8.0
-0.414924,-0.383527,0.33772800000000003,-0.344423,0.847937,1.866732989961414,0.558056,8.0
0.077326,-0.278926,0.404277,-0.015194999999999997,2.8830594428571423,3.3980018088235293,0.395767,7.0
0.470508,0.306265,0.259711,-0.348186,3.97126575,3.35270825,0.728272,7.0
-0.161404,0.28982800000000003,0.105161,-0.325414,2.7368378399999997,2.1813496300000006,0.8689629999999999,8.0
0.238778,0.082451,0.200621,0.010344,1.2470350000000001,4.573084,0.481495,6.0
0.401832,0.494886,0.421071,0.06777000000000001,2.8830594428571423,3.3980018088235293,0.8654430000000001,7.0
-0.26400100000000004,0.097141,0.227395,-0.115063,0.367045,1.601559,0.296282,6.0
-0.12850599999999998,-0.309701,0.123432,-0.341244,0.006322,0.044986,0.82476,8.0
0.029419,0.344695,0.034231,0.169855,1.7714572,3.7924266,0.821315,5.0
-0.050718,0.292746,-0.200602,0.242941,2.8830594428571423,3.3980018088235293,0.682715,8.0
0.108853,-0.42421,0.267954,-0.205814,3.827155,3.211126,0.884868,7.0
-0.413928,-0.48814,-0.2241,0.249581,2.8830594428571423,3.3980018088235293,0.802319,7.0
-0.497083,-0.45973,0.206885,0.120482,2.8830594428571423,3.3980018088235293,0.21394,6.0
-0.223568,-0.296113,0.465937,-0.439153,5.282982,0.044986,0.261674,5.0
0.112004,0.023524,-0.384331,0.040926,0.006322,0.044986,0.430972,8.0
0.183294,0.35365100000000005,0.330031,-0.12507100000000002,3.97126575,3.35270825,0.888539,6.0
0.23304,-0.421042,0.493677,-0.181159,3.1457327766690506,5.520086638438487,0.493339,8.0
0.295366,-0.222274,-0.3172,0.171051,2.0942028,4.2954650800000005,0.857191,6.0
0.387194,0.273443,0.357243,-0.020264,0.7939510000000001,3.5661517400000013,0.494183,6.0
-0.116034,-0.08517999999999999,0.271451,-0.168273,3.3405481707128555,0.9943087972946544,0.6671520000000001,5.0
-0.278339,0.120968,-0.030560000000000007,0.291679,0.006322,0.044986,0.74298,5.0
-0.192174,0.416625,-0.207836,-0.016975999999999998,4.659922,2.169877,0.39704,5.0
0.224852,0.243707,-0.033092,-0.2795,2.8830594428571423,3.3980018088235293,0.825362,8.0
0.220568,-0.454676,0.099127,0.389441,5.847436,1.186994,0.767124,5.0
0.478957,0.325844,-0.415705,0.215113,1.6966330000000005,3.35270825,0.394864,8.0
0.126822,-0.375592,-0.042591,0.25101100000000004,2.144642,3.3980018088235293,0.8795040000000001,8.0
0.436242,-0.301193,0.305787,0.367557,2.8830594428571423,3.3980018088235293,0.379722,5.0
-0.177395,0.214798,0.165634,0.168614,4.3853800000000005,2.086395,0.313044,7.0
0.001553,-0.4399770000000001,-0.249641,0.033783999999999995,4.2835192699999975,3.855024,0.729859,7.0
-0.479237,-0.270571,-0.117324,0.209519,0.006322,0.044986,0.871085,7.0
0.075318,-0.368007,0.422688,0.127217,3.97126575,3.35270825,0.681362,7.0
-0.11452,0.429339,-0.311281,-0.468249,2.777032,2.1492073600000023,0.605765,5.0
0.247627,0.210715,-0.214853,0.419669,2.1985523999999996,5.359599,0.5521199999999999,6.0
0.44728,-0.256309,0.033665,-0.195562,0.803002,0.941304,0.551445,5.0
0.331334,-0.31789,0.06539600000000001,0.29918,0.006322,0.044986,0.80875,8.0
0.325127,0.4547390000000001,-0.303717,-0.019081,0.006322,0.044986,0.583551,7.0
0.059337,0.491301,0.082345,-0.327613,1.2357812,3.067857,0.577476,5.0
-0.023997,-0.150386,-0.33866,-0.155923,2.162605531754722,0.5828086096272036,0.7666229999999999,5.0
0.064851,0.443166,0.135218,0.31498000000000004,0.232028,0.20344,0.649411,5.0
0.238422,0.464566,-0.201798,0.111251,4.0960803620970525,2.318375945984637,0.333512,7.0
0.377473,0.042157,-0.443517,-0.24562,2.25011925264427,3.441894507949191,0.699156,6.0
0.244714,-0.34784,-0.440931,0.460696,2.049612,0.044986,0.8886780000000001,7.0
0.4485,-0.114255,-0.045006,-0.15803599999999998,4.044495109999999,5.994314189999997,0.599352,5.0
0.237892,-0.266391,0.096812,0.097888,1.4441091099999996,2.4688390100000004,0.502528,7.0
0.42729,-0.192055,0.484243,-0.413104,2.8830594428571423,3.3980018088235293,0.521884,5.0
-0.380473,0.35131,0.334865,-0.4991680000000001,2.022628860107392,3.952128018326418,0.910911,7.0
0.479044,-0.28636500000000004,0.351225,0.486679,-0.3889496241385735,1.5267377725483469,0.26077,7.0
-0.374755,0.083571,0.027616,0.086197,0.607684,0.893813,0.667891,5.0
0.336593,0.442853,-0.095608,-0.036743,2.385668,4.6843646099999985,0.497836,7.0
0.099456,-0.33482199999999995,-0.491862,-0.405999,3.2464371176230338,1.7701609748886156,0.32668400000000003,7.0
0.084562,-0.150766,0.467003,-0.295759,2.9332610100000007,3.5589962899999983,0.8001560000000001,6.0
0.248645,-0.142925,-0.351135,0.383443,0.006322,0.044986,0.675315,7.0
-0.165198,-0.026358,0.325408,0.06476699999999999,6.12211,1.499767,0.6176229999999999,7.0
0.401084,0.42539,0.28777800000000003,0.028247,3.97126575,3.35270825,0.890234,6.0
0.195356,-0.290093,-0.085972,-0.343669,3.97126575,3.35270825,0.606508,6.0
-0.156592,-0.057114,-0.273334,0.478145,3.650863018479301,1.3878132314380962,0.849092,5.0
0.383683,0.028989,-0.090234,0.155423,2.505297,4.266570218021752,0.834176,6.0
-0.38517,0.35211,-0.166148,0.05888300000000001,2.8830594428571423,3.3980018088235293,0.900418,7.0
-0.314306,-0.189063,-0.236675,0.249973,0.006322,0.044986,0.487213,6.0
-0.174265,0.077664,-0.38857,-0.386247,3.353921,2.169877,0.493991,5.0
-0.407875,0.105885,0.376869,-0.417328,2.530513999741672,0.0678900275008898,0.625571,8.0
0.494324,0.435083,0.010136,-0.385734,2.8830594428571423,3.3980018088235293,0.843508,5.0
-0.372514,0.386984,-0.223367,0.017058,5.285389,2.681262380000001,0.584749,7.0
-0.08857000000000001,-0.046863,-0.142736,-0.20644,3.677256,5.351778999999999,0.7332310000000001,7.0
0.282823,-0.144561,0.315413,-0.209879,1.327342,2.5179555546773655,0.669852,5.0
0.379341,-0.249367,0.400468,0.335875,3.97126575,3.35270825,0.267454,8.0
-0.323489,-0.320212,0.274302,-0.201159,3.97126575,3.35270825,0.737985,7.0
-0.228258,0.177431,0.338333,0.25025,6.6647102,4.0532542000000005,0.327833,7.0
0.002064,-0.303821,0.06585099999999999,-0.160383,3.307571092798112,4.043165610539645,0.288763,5.0
0.12018,-0.085465,-0.060774,-0.200261,3.817012,3.3980018088235293,0.692106,5.0
-0.391937,-0.274547,0.488389,-0.454327,2.8830594428571423,3.3980018088235293,0.609668,8.0
0.07375599999999999,-0.371956,-0.410137,-0.391824,2.8830594428571423,3.3980018088235293,0.212037,5.0
-0.157816,0.198071,-0.299016,-0.100734,4.2692082000000005,2.8264574,0.710329,8.0
-0.082853,-0.347106,-0.202855,-0.032469,7.3431419999999985,2.374533032609052,0.5496850000000001,6.0
-0.303729,-0.4296390000000001,-0.222747,-0.338778,0.19387,6.684298199999999,0.660671,6.0
0.396022,0.001462,-0.385992,0.34310300000000005,1.921918,3.1855742000000005,0.726426,5.0
-0.269509,-0.337637,0.224356,-0.097967,5.439021,1.499767,0.672095,8.0
0.296841,-0.013629,-0.390908,-0.008115,1.636281,2.806908947665376,0.236154,8.0
