Actions_taken,Liberal,Unconstitutional,Precedent_alteration,Unanimous,Year_of_decision,Lower_court_disagreement
0.0,1.0,0.0,0.0,0.0,1954.0,1.0
0.0,0.0,0.0,0.0,0.0,1987.0,1.0
0.0,1.0,0.0,0.0,0.0,1954.0,0.0
0.0,0.0,0.0,0.0,0.0,1971.504944689297,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,1.0
0.0,1.0,0.0,0.0,1.0,1962.25,0.0
0.0,1.0,1.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,1.0,1978.75,0.0
0.0,0.0,0.0,0.0,1.0,1987.0,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1980.4,1.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.003144165616591893,0.0,0.0,0.0,0.0,1978.1034175749576,0.0
0.0,0.0,0.0,0.0,0.0,1962.25,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,0.0,0.0,0.0,0.0,1978.0,1.0
0.0,1.0,0.0,0.0,0.0,1967.0642542092417,0.0
0.0,0.0,0.0,0.0,0.0,1982.4665301860987,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,1.0
0.0,1.0,0.0,0.0,0.0,1954.0,0.0
1.0,0.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,1.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,1.0,0.0,0.0,1971.7213114754102,1.0
0.0,1.0,1.0,0.0,1.0,1980.0923563217991,0.0
0.0,0.0,0.0,0.0,0.0,1954.0,1.0
0.0,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,1.0,0.0,0.0,1971.7213114754102,1.0
0.0,1.0,0.0,0.0,0.0,1987.0,0.0
0.0,1.0,0.0,0.0,0.0,1978.75,1.0
0.0,0.0,0.0,0.0,0.0,1954.0,0.0
0.0,0.0,0.0,0.0,0.0,1971.7213114754102,1.0
0.0,0.0,0.0,0.0,0.0,1980.4,1.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,0.0,1963.0,0.0
0.0,0.0,0.0,0.0,0.0,1954.0,0.0
0.0,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,1.0,1954.0,0.0
0.0,1.0,1.0,0.0,1.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,0.0,1954.0,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,1.0
0.14450867052023122,0.0,0.0,0.0,0.0,1973.0,0.0
0.0,0.0,0.0,0.0,0.0,1978.75,0.0
0.0,1.0,0.0,0.0,0.0,1963.0,0.0
0.0,0.0,0.0,0.0,0.0,1982.0,0.0
-0.15980268423393906,1.0,0.0,0.0,1.0,1972.4935780460096,0.0
0.10296191819464036,0.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1974.3545887425519,0.0
0.0,0.0,0.0,0.0,0.0,1978.75,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1954.0,0.0
0.0,1.0,1.0,0.0,1.0,1980.0923563217991,0.0
0.0,1.0,1.0,0.0,0.0,1987.0,0.0
0.10296191819464036,1.0,1.0,0.0,0.0,1971.7213114754102,1.0
0.0,1.0,1.0,0.0,0.0,1971.7213114754102,1.0
0.0,0.0,0.0,0.0,1.0,1962.25,0.0
0.0,1.0,0.0,0.0,1.0,1962.0,1.0
0.0,1.0,0.0,0.0,1.0,1987.0,1.0
0.0,0.0,0.0,0.0,0.0,1962.25,0.0
0.0,1.0,0.0,0.0,0.0,1966.54171989122,0.0
0.0,0.0,0.0,0.0,0.0,1954.0,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.0,1.0,1.0,0.0,0.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1963.316350077838,0.0
0.0,0.0,0.0,0.0,1.0,1987.0,1.0
0.0,0.0,0.0,0.0,0.0,1977.5849404761905,1.0
0.0,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,1.0,1986.560437508956,0.0
0.0,0.0,0.0,0.0,1.0,1983.7969112357505,1.0
0.0,0.0,0.0,0.0,1.0,1954.0,1.0
0.0,1.0,0.0,0.0,1.0,1971.8,1.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.018293947210427517,0.0,0.0,0.0,0.0,1976.382490500036,0.0
0.0,0.0,0.0,0.0,0.0,1987.0,0.0
0.0,0.0,0.0,0.0,0.0,1987.0,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.6884040108341726,0.0,0.0,0.0,0.0,1978.853922398876,0.0
0.0,0.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,1.0,1962.25,0.0
0.0,1.0,0.0,0.0,1.0,1967.0,0.0
0.0,0.0,0.0,0.0,0.0,1975.8,0.0
0.0,1.0,0.0,0.0,0.0,1956.5361517426584,0.0
0.10296191819464036,1.0,1.0,0.0,0.0,1971.7213114754102,1.0
0.10296191819464036,1.0,1.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,1.0,1.0,0.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,0.0,1978.75,0.0
0.0,0.0,0.0,0.0,1.0,1979.9135398359986,0.0
0.0,0.0,0.0,0.0,0.0,1971.504944689297,0.0
0.0,0.0,0.0,0.0,0.0,1971.504944689297,0.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,1.0
1.0,0.0,0.0,1.0,0.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,0.0,1987.0,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
-0.08715620173745213,0.0,0.0,0.0,0.0,1961.4060087913251,0.0
0.10296191819464036,0.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,1.0,0.0,1.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,1.0
0.0,0.0,0.0,0.0,0.0,1979.9235937174967,1.0
0.10296191819464036,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,0.0,0.0,1.0,0.0,1971.7213114754102,1.0
0.0,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,0.0,0.0,0.0,1.0,1987.0,0.0
0.10296191819464036,0.0,0.0,0.0,1.0,1971.7213114754102,0.0
0.10296191819464036,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
0.0,1.0,0.0,0.0,0.0,1971.7213114754102,0.0
7.0,1.0,0.0,0.0,1.0,1971.7213114754102,0.0
1.0,0.0,0.0,0.0,0.0,1987.0,1.0
