theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2
0.94756,1.535064,-1.453029,-0.010347126190476192,1.141919,0.011707887364811395,0.155347,-0.290002
1.116329,-0.709627,0.942379,1.425173,-1.139669,0.94153825,0.2993755,-0.5621229999999999
-0.772767,-0.5567300000000001,-0.045104000000000005,-0.303119,-1.373903,-0.479746,0.23905,0.1283424
1.732862,1.64775,-0.039656,0.774893,-0.022372365548455803,1.729672,0.25563400000000003,0.448013
-0.013092,-1.377655,0.542087,-1.017362,1.509665,1.436316,0.451138,-0.531058
0.007281591906005216,-1.710919,0.014834302982317232,1.001003,-0.022372365548455803,0.011707887364811395,0.31055,-0.0029989587083112785
0.969527,1.277118,-1.135502,-1.259423,0.92689,0.964193,-0.529397,0.429928
-0.154513,0.567693,-0.425298,-0.233104,-0.022372365548455803,-1.510186,0.357518,0.396822
0.007281591906005216,-1.484757,0.014834302982317232,-1.833789,-1.460544,-1.474317,0.003571027755957056,0.197615
-0.30455799999999994,-0.20410560000000005,0.421025,0.037877,-0.5084850000000001,0.28475100000000003,0.5704520000000001,-0.415305
1.582581,1.883306,0.004739,0.474936,1.884077,-0.908626,0.199056,-0.058021
0.007281591906005216,-0.290104,-1.290369,1.071619,1.833052,0.396176,0.278345,-0.0029989587083112785
-0.8669549999999999,-0.211558,-0.6349229999999999,1.464591,1.62358,0.887123,-0.037856,-0.253058
0.161267,0.017734189462480038,1.325051,1.2712629999999998,-1.7463229999999998,0.011707887364811395,-0.440234,0.185635
1.7586389999999998,0.9415675,1.595861,-1.289152,-1.097185,-1.747718,0.399927,0.378233
0.007281591906005216,0.795409,0.327035,-0.057786,-0.022372365548455803,0.01563,-0.381398,0.251301
-1.59227,1.326602,0.949921,-0.24545300000000006,-1.045792,-1.295547,0.236473,0.009698
-1.169641,-1.831083,0.014834302982317232,-0.010347126190476192,0.725929,0.011707887364811395,0.11195,-0.052218
0.007281591906005216,0.017734189462480038,-0.409448,-1.504609,0.595742,-0.254675,-0.46915,-0.0029989587083112785
-0.908354,1.439532,0.014834302982317232,-0.010347126190476192,-0.022372365548455803,-0.933607,-0.245321,-0.0029989587083112785
-1.447538,0.017734189462480038,-0.070904,-0.010347126190476192,-0.022372365548455803,0.209525,0.126345,-0.5227310000000001
0.894784,0.454532,0.014834302982317232,-0.81311,-0.019615,-1.69268,-0.359026,-0.542481
-0.058464,1.335459,0.014834302982317232,0.316273,-0.022372365548455803,0.011707887364811395,-0.379163,-0.598966
-1.154492,0.17870999999999998,-1.038684,1.303103,1.843168,0.770131,0.474458,-0.0029989587083112785
-1.197698,1.608319,0.751976,1.719945,-0.569836,-1.662175,-0.35999200000000003,0.007572
